show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,duration_int,duration_type
s3642,Movie,the son,Sebastián Schindel,Argentina,2019-07-26,2019,TV-MA,93 min,"Dramas, Independent Movies, International Movies",2019,93.0,min
s3644,Movie,the great hack,"Karim Amer, Jehane Noujaim",United States,2019-07-24,2019,TV-MA,114 min,Documentaries,2019,114.0,min
s3646,Movie,d.l. hughley: contrarian,Jay Chapman,United States,2019-07-21,2018,TV-MA,58 min,Stand-Up Comedy,2019,58.0,min
s3647,Movie,demetri martin: the overthinker,"Jay Karas, Demetri Martin",United States,2019-07-21,2018,TV-MA,56 min,Stand-Up Comedy,2019,56.0,min
s3648,Movie,the beast stalker,Dante Lam,Hong Kong,2019-07-21,2008,TV-14,110 min,"Action & Adventure, Cult Movies, International Movies",2019,110.0,min
s3649,Movie,the midas touch,Chi Keung Fung,Hong Kong,2019-07-21,2013,TV-14,98 min,"Comedies, International Movies",2019,98.0,min
s3650,Movie,the twins effect ii,"Corey Yuen, Patrick Leung",Hong Kong,2019-07-21,2004,TV-14,106 min,"Action & Adventure, Comedies, International Movies",2019,106.0,min
s3651,Movie,twins mission,To-hoi Kong,Hong Kong,2019-07-21,2007,TV-MA,102 min,"Action & Adventure, International Movies",2019,102.0,min
s4982,Movie,yoo byung jae: too much information,Yoo Byung-jae,Not Given,2018-03-16,2018,TV-MA,63 min,Stand-Up Comedy,2018,63.0,min
s3653,Movie,"¡ay, mi madre!",Frank Ariza,Spain,2019-07-19,2019,TV-MA,81 min,"Comedies, International Movies",2019,81.0,min
s3654,TV Show,comedians in cars getting coffee,Jerry Seinfeld,United States,2019-07-19,2019,TV-14,6 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2019,6.0,Seasons
s3658,Movie,secret obsession,Peter Sullivan,United States,2019-07-18,2019,TV-14,98 min,Thrillers,2019,98.0,min
s3659,Movie,mauli,Aditya Sarpotdar,India,2019-07-17,2018,TV-14,136 min,"Action & Adventure, Dramas, International Movies",2019,136.0,min
s3662,Movie,bogda,Nisheeta Keni,India,2019-07-16,2018,TV-PG,161 min,"Dramas, International Movies",2019,161.0,min
s3663,Movie,"frankenstein’s monster’s monster, frankenstein",Daniel Gray Longino,United States,2019-07-16,2019,TV-14,32 min,Comedies,2019,32.0,min
s3669,Movie,4l,Gerardo Olivares,Spain,2019-07-12,2019,TV-MA,105 min,"Comedies, Dramas, Independent Movies",2019,105.0,min
s3671,Movie,cities of last things,Wi Ding Ho,Taiwan,2019-07-12,2018,TV-MA,106 min,"Dramas, Independent Movies, International Movies",2019,106.0,min
s3673,Movie,kidnapping stella,Thomas Sieben,Germany,2019-07-12,2019,TV-MA,90 min,"Dramas, International Movies, Thrillers",2019,90.0,min
s3676,Movie,point blank,Joe Lynch,France,2019-07-12,2019,TV-MA,87 min,Action & Adventure,2019,87.0,min
s3677,Movie,the milk system,Andreas Pichler,Germany,2019-07-12,2017,TV-14,91 min,"Documentaries, International Movies",2019,91.0,min
s3679,Movie,parchís: the documentary,Daniel Arasanz,Spain,2019-07-11,2019,TV-14,106 min,"Documentaries, International Movies, Music & Musicals",2019,106.0,min
s3680,Movie,aziz ansari: right now,Spike Jonze,United States,2019-07-09,2019,TV-MA,65 min,Stand-Up Comedy,2019,65.0,min
s3682,Movie,"river, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella",Argentina,2019-07-05,2019,TV-G,105 min,"Documentaries, International Movies, Sports Movies",2019,105.0,min
s3684,Movie,cristina,Michèle Ohayon,United States,2019-07-04,2016,TV-14,40 min,Documentaries,2019,40.0,min
s3694,Movie,katherine ryan: glitter room,Linda Mendoza,United States,2019-07-01,2019,TV-MA,66 min,Stand-Up Comedy,2019,66.0,min
s3698,Movie,war against women,Hernán Zin,United States,2019-07-01,2013,TV-MA,61 min,"Documentaries, International Movies",2019,61.0,min
s3699,Movie,inhuman kiss,Sittisiri Mongkolsiri,Thailand,2019-06-30,2019,TV-MA,122 min,"Horror Movies, International Movies, Romantic Movies",2019,122.0,min
s3700,Movie,romeo akbar walter,Robbie Grewal,India,2019-06-30,2019,TV-14,141 min,"Dramas, International Movies, Thrillers",2019,141.0,min
s3702,Movie,super deluxe,Thiagarajan Kumararaja,India,2019-06-29,2019,TV-MA,176 min,"Comedies, Dramas, International Movies",2019,176.0,min
s3704,Movie,el testigo,Kate Horne,Colombia,2019-06-28,2018,TV-14,73 min,"Documentaries, International Movies",2019,73.0,min
s3707,Movie,la leyenda del diamante,Roberto Girault Facha,Mexico,2019-06-28,2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2019,87.0,min
s3710,Movie,anima,Paul Thomas Anderson,United Kingdom,2019-06-27,2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals",2019,15.0,min
s3712,Movie,daniel sosa: maleducado,"Alex Díaz, Marcos Bucay",Mexico,2019-06-27,2019,TV-MA,55 min,Stand-Up Comedy,2019,55.0,min
s3714,Movie,kahaani,Sujoy Ghosh,India,2019-06-26,2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers",2019,122.0,min
s3715,Movie,unbroken,Svati Chakravarty Bhatkal,India,2019-06-26,2019,TV-14,109 min,"Documentaries, International Movies",2019,109.0,min
s3716,Movie,mike epps: only one mike,Kevin Bray,United States,2019-06-25,2019,TV-MA,63 min,Stand-Up Comedy,2019,63.0,min
s3718,Movie,triple threat,"Jesse V. Johnson, Jesse Johnson",Thailand,2019-06-22,2019,R,96 min,"Action & Adventure, International Movies",2019,96.0,min
s3719,Movie,blood will tell,"Miguel Cohan, Miguel Cohan",Argentina,2019-06-21,2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies",2019,113.0,min
s3720,TV Show,bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo",Colombia,2019-06-21,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2019,1.0,Season
s3721,Movie,evangelion: death (true)²,Hideaki Anno,Japan,2019-06-21,1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies",2019,69.0,min
s3729,Movie,the end of evangelion,"Hideaki Anno, Kazuya Tsurumaki",Japan,2019-06-21,1997,TV-MA,87 min,"Action & Adventure, Anime Features, International Movies",2019,87.0,min
s3730,Movie,rakkhosh,"Abhijit Kokate, Srivinay Salian",India,2019-06-20,2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies",2019,116.0,min
s3731,Movie,the wolf's call,Antonin Baudry,France,2019-06-20,2019,TV-14,116 min,"Dramas, International Movies, Thrillers",2019,116.0,min
s3732,Movie,beats,Chris Robinson,United States,2019-06-19,2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals",2019,110.0,min
s3733,Movie,the edge of democracy,Petra Costa,Brazil,2019-06-19,2019,TV-14,122 min,"Documentaries, International Movies",2019,122.0,min
s3734,Movie,adam devine: best time of our lives,Jay Karas,United States,2019-06-18,2019,TV-MA,59 min,Stand-Up Comedy,2019,59.0,min
s3735,Movie,cop car,Jon Watts,United States,2019-06-16,2015,R,88 min,Thrillers,2019,88.0,min
s3736,Movie,right here right now,Jakob Lass,Germany,2019-06-16,2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies",2019,91.0,min
s3739,Movie,life overtakes me,"John Haptas, Kristine Samuelson",Sweden,2019-06-15,2019,TV-PG,40 min,Documentaries,2019,40.0,min
s3740,Movie,luckee,Sanjay Jadhav,India,2019-06-15,2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies",2019,113.0,min
s3741,Movie,pihu,Vinod Kapri,India,2019-06-15,2018,TV-14,90 min,"Dramas, Independent Movies, International Movies",2019,90.0,min
s3744,TV Show,the alcàsser murders,Elías León,Spain,2019-06-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2019,1.0,Season
s3748,Movie,dj cinderella,Bruno Garotti,Brazil,2019-06-14,2019,TV-PG,95 min,"Children & Family Movies, Comedies",2019,95.0,min
s4026,Movie,jimmy carr: the best of ultimate gold greatest hits,Brian Klein,United Kingdom,2019-03-12,2019,TV-MA,58 min,Stand-Up Comedy,2019,58.0,min
s3754,Movie,murder mystery,Kyle Newacheck,United States,2019-06-14,2019,PG-13,98 min,Comedies,2019,98.0,min
s3757,Movie,oprah presents when they see us now,Mark Ritchie,United States,2019-06-13,2019,TV-PG,61 min,Documentaries,2019,61.0,min
s3758,Movie,the 3rd eye 2,Rocky Soraya,Indonesia,2019-06-13,2019,TV-MA,117 min,"Horror Movies, International Movies",2019,117.0,min
s3759,Movie,jo koy: comin' in hot,Shannon Hartman,United States,2019-06-12,2019,TV-MA,60 min,Stand-Up Comedy,2019,60.0,min
s3760,Movie,rolling thunder revue: a bob dylan story by martin scorsese,Martin Scorsese,United States,2019-06-12,2019,TV-MA,142 min,"Documentaries, Music & Musicals",2019,142.0,min
s3762,Movie,belmonte,Federico Veiroj,Uruguay,2019-06-07,2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",2019,74.0,min
s3764,Movie,elisa & marcela,Isabel Coixet,Spain,2019-06-07,2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies",2019,119.0,min
s3765,Movie,i am mother,Grant Sputore,Australia,2019-06-07,2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers",2019,114.0,min
s3766,Movie,luka chuppi,Laxman Utekar,India,2019-06-07,2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies",2019,125.0,min
s3767,Movie,pachamama,Juan Antin,France,2019-06-07,2019,PG,71 min,Children & Family Movies,2019,71.0,min
s3768,Movie,rock my heart,Hanno Olderdissen,Germany,2019-06-07,2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies",2019,110.0,min
s3769,Movie,stree,Amar Kaushik,India,2019-06-07,2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies",2019,127.0,min
s3772,Movie,the black godfather,Reginald Hudlin,United States,2019-06-07,2019,TV-MA,118 min,"Documentaries, Music & Musicals",2019,118.0,min
s3773,Movie,alles ist gut,Eva Trobisch,Germany,2019-06-06,2019,TV-MA,90 min,"Dramas, International Movies",2019,90.0,min
s3774,Movie,a silent voice,Naoko Yamada,Japan,2019-06-05,2016,TV-14,130 min,"Anime Features, International Movies",2019,130.0,min
s3776,Movie,cosmos laundromat: first cycle,Mathieu Auvray,Netherlands,2019-06-04,2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy",2019,12.0,min
s3777,Movie,miranda sings live…your welcome,Marcus Raboy,United States,2019-06-04,2019,TV-14,62 min,Stand-Up Comedy,2019,62.0,min
s3778,Movie,silent,"Limbert Fabian, Brandon Oldenburg",United States,2019-06-04,2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy",2019,3.0,min
s3782,Movie,krutant,Datta Mohan Bhandare,India,2019-06-02,2019,TV-14,114 min,"Dramas, International Movies",2019,114.0,min
s3784,Movie,iii smoking barrels,Sanjib Dey,India,2019-06-01,2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies",2019,128.0,min
s3786,Movie,"oh, ramona!",Cristina Jacob,Romania,2019-06-01,2019,TV-MA,109 min,"Comedies, International Movies",2019,109.0,min
s3787,Movie,we are legends,Daniel Yee Heng Chan,Hong Kong,2019-06-01,2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies",2019,109.0,min
s3803,Movie,the lonely island presents: the unauthorized bash brothers experience,"Mike Diva, Akiva Schaffer",Not Given,2019-05-23,2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",2019,30.0,min
s3789,Movie,chopsticks,Sachin Yardi,India,2019-05-31,2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies",2019,101.0,min
s3791,Movie,mere pyare prime minister,Rakeysh Omprakash Mehra,India,2019-05-31,2019,TV-MA,103 min,"Dramas, International Movies",2019,103.0,min
s3792,Movie,pegasus,Han Han,China,2019-05-31,2019,TV-MA,98 min,"Comedies, Dramas, International Movies",2019,98.0,min
s3794,Movie,svaha: the sixth finger,Jang Jae-hyun,South Korea,2019-05-30,2019,TV-MA,123 min,"International Movies, Thrillers",2019,123.0,min
s3796,Movie,after maria,Nadia Hallgren,United States,2019-05-24,2019,TV-PG,38 min,Documentaries,2019,38.0,min
s3798,Movie,joy,Sudabeh Mortezai,Austria,2019-05-24,2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies",2019,101.0,min
s3799,Movie,rim of the world,McG,United States,2019-05-24,2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",2019,99.0,min
s3801,Movie,the perfection,Richard Shepard,United States,2019-05-24,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals",2019,91.0,min
s3804,Movie,a tale of two kitchens,Trisha Ziff,United States,2019-05-22,2019,TV-PG,30 min,"Documentaries, International Movies",2019,30.0,min
s3805,Movie,the man who feels no pain,Vasan Bala,India,2019-05-22,2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies",2019,137.0,min
s3806,Movie,wanda sykes: not normal,Linda Mendoza,United States,2019-05-21,2019,TV-MA,66 min,Stand-Up Comedy,2019,66.0,min
s3815,Movie,remastered: the lion's share,Sam Cullman,Not Given,2019-05-17,2019,TV-14,84 min,"Documentaries, Music & Musicals",2019,84.0,min
s3809,TV Show,1994,Diego Enrique Osorno,Mexico,2019-05-17,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2019,1.0,Season
s3810,Movie,born in gaza,Hernán Zin,Spain,2019-05-17,2014,TV-14,70 min,"Documentaries, International Movies",2019,70.0,min
s3811,Movie,born in syria,Hernán Zin,Denmark,2019-05-17,2016,TV-14,87 min,"Documentaries, International Movies",2019,87.0,min
s3812,Movie,dying to tell,Hernán Zin,Spain,2019-05-17,2018,TV-MA,88 min,"Documentaries, International Movies",2019,88.0,min
s3814,Movie,maria,Pedring A. Lopez,Philippines,2019-05-17,2019,TV-MA,90 min,"Action & Adventure, International Movies",2019,90.0,min
s3816,Movie,saverio raimondo: il satiro parlante,Francesco Imperato,Italy,2019-05-17,2019,TV-MA,53 min,Stand-Up Comedy,2019,53.0,min
s3817,Movie,see you yesterday,Stefon Bristol,United States,2019-05-17,2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers",2019,87.0,min
s3819,Movie,good sam,Kate Melville,United States,2019-05-16,2019,TV-PG,90 min,"Children & Family Movies, Dramas",2019,90.0,min
s3820,Movie,jonaki,Aditya Vikram Sengupta,India,2019-05-16,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",2019,96.0,min
s3821,Movie,patrick (2019),Mandie Fletcher,United Kingdom,2019-05-16,2019,TV-PG,94 min,"Children & Family Movies, Comedies",2019,94.0,min
s3823,Movie,hamid,Aijaz Khan,India,2019-05-15,2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies",2019,108.0,min
s3826,Movie,backdraft 2,Gonzalo López-Gallego,United States,2019-05-14,2019,R,102 min,"Action & Adventure, Dramas",2019,102.0,min
s3829,Movie,weed the people,Abby Epstein,United States,2019-05-14,2018,TV-MA,94 min,Documentaries,2019,94.0,min
s3830,Movie,malibu rescue,Savage Steve Holland,United States,2019-05-13,2019,TV-G,70 min,"Children & Family Movies, Comedies",2019,70.0,min
s3831,Movie,merata: how mum decolonised the screen,Hepi Mita,New Zealand,2019-05-12,2018,TV-14,88 min,Documentaries,2019,88.0,min
s3833,Movie,dry martina,Che Sandoval,Chile,2019-05-11,2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies",2019,100.0,min
s3834,Movie,shéhérazade,Jean-Bernard Marlin,France,2019-05-11,2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies",2019,111.0,min
s3835,Movie,the great magician,Yee Tung-Shing,Hong Kong,2019-05-11,2011,TV-14,128 min,"Action & Adventure, Comedies, Dramas",2019,128.0,min
s3837,Movie,in family i trust,Patricia Font,Spain,2019-05-10,2018,TV-MA,98 min,"Comedies, Dramas, International Movies",2019,98.0,min
s3842,Movie,wine country,Amy Poehler,United States,2019-05-10,2019,R,104 min,Comedies,2019,104.0,min
s3843,Movie,gatao 2: rise of the king,Yen Cheng-kuo,Taiwan,2019-05-09,2018,TV-MA,126 min,"Action & Adventure, Dramas, International Movies",2019,126.0,min
s3858,Movie,last breath,"Alex Parkinson, Richard da Costa",United Kingdom,2019-05-06,2019,TV-MA,86 min,"Documentaries, International Movies",2019,86.0,min
s3859,Movie,the wandering earth,Frant Gwo,China,2019-05-06,2019,TV-MA,125 min,"International Movies, Sci-Fi & Fantasy",2019,125.0,min
s3860,Movie,all in my family,Hao Wu,United States,2019-05-03,2019,TV-14,40 min,"Documentaries, LGBTQ Movies",2019,40.0,min
s3861,TV Show,crime diaries: night out,Felipe Cano,Mexico,2019-05-03,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019,1.0,Season
s3863,Movie,despite everything,Gabriela Tagliavini,Spain,2019-05-03,2019,TV-MA,79 min,"Comedies, International Movies, Romantic Movies",2019,79.0,min
s3864,Movie,"extremely wicked, shockingly evil and vile",Joe Berlinger,United States,2019-05-03,2019,R,110 min,"Dramas, Independent Movies",2019,110.0,min
s3866,Movie,jo pil-ho: the dawning rage,Lee Jeong-beom,South Korea,2019-05-03,2018,TV-MA,128 min,"Dramas, International Movies, Thrillers",2019,128.0,min
s3867,Movie,the last summer,William Bindley,United States,2019-05-03,2019,TV-14,110 min,"Comedies, Romantic Movies",2019,110.0,min
s3869,Movie,laatu,Manav Shah,India,2019-05-02,2018,TV-PG,116 min,"Comedies, Dramas, International Movies",2019,116.0,min
s3870,Movie,olympus has fallen,Antoine Fuqua,United States,2019-05-02,2013,R,119 min,Action & Adventure,2019,119.0,min
s3872,Movie,john & yoko: above us only sky,Michael Epstein,United Kingdom,2019-05-01,2018,TV-MA,90 min,"Documentaries, Music & Musicals",2019,90.0,min
s3873,Movie,knock down the house,Rachel Lears,United States,2019-05-01,2019,PG,88 min,Documentaries,2019,88.0,min
s3874,Movie,munafik 2,Syamsul Yusof,Malaysia,2019-05-01,2018,TV-MA,104 min,"Horror Movies, International Movies",2019,104.0,min
s3875,Movie,sur sapata,Mangesh Kanthale,India,2019-05-01,2019,TV-14,140 min,"Comedies, Dramas, International Movies",2019,140.0,min
s3876,Movie,a home with a view,Herman Yau,Hong Kong,2019-04-30,2019,TV-MA,92 min,"Comedies, International Movies",2019,92.0,min
s3878,Movie,anthony jeselnik: fire in the maternity ward,Marcus Raboy,United States,2019-04-30,2019,TV-MA,64 min,Stand-Up Comedy,2019,64.0,min
s3886,Movie,teen aur aadha,Dar Gai,India,2019-04-29,2018,TV-MA,119 min,"Dramas, Independent Movies, International Movies",2019,119.0,min
s3894,TV Show,the hateful eight: extended version,Quentin Tarantino,United States,2019-04-25,2015,R,1 Season,TV Shows,2019,1.0,Season
s3889,Movie,loving is losing,Fernando Ayllón,Colombia,2019-04-26,2019,TV-MA,91 min,"Comedies, International Movies, Romantic Movies",2019,91.0,min
s3890,Movie,money trap,Yılmaz Erdoğan,Turkey,2019-04-26,2019,TV-MA,122 min,"Comedies, Dramas, International Movies",2019,122.0,min
s3891,Movie,njan prakashan,Sathyan Anthikad,India,2019-04-26,2018,TV-PG,125 min,"Comedies, Dramas, International Movies",2019,125.0,min
s3892,Movie,remastered: devil at the crossroads,Brian Oakes,United States,2019-04-26,2019,TV-14,49 min,"Documentaries, Music & Musicals",2019,49.0,min
s3896,Movie,grass is greener,Fab Five Freddie,Not Given,2019-04-20,2019,TV-MA,98 min,"Documentaries, Music & Musicals",2019,98.0,min
s3895,Movie,a fortunate man,Bille August,Denmark,2019-04-20,2018,TV-MA,168 min,"Dramas, International Movies",2019,168.0,min
s3897,Movie,brené brown: the call to courage,Sandra Restrepo,Not Given,2019-04-19,2019,TV-14,77 min,Documentaries,2019,77.0,min
s3900,Movie,music teacher,Sarthak Dasgupta,India,2019-04-19,2019,TV-14,102 min,"Dramas, Independent Movies, International Movies",2019,102.0,min
s3904,Movie,someone great,Jennifer Kaytin Robinson,United States,2019-04-19,2019,R,92 min,"Comedies, Romantic Movies",2019,92.0,min
s3905,Movie,the ruthless,Renato De Maria,Italy,2019-04-19,2019,TV-MA,111 min,"Dramas, International Movies",2019,111.0,min
s3906,Movie,a little chaos,Alan Rickman,United Kingdom,2019-04-17,2014,R,113 min,"Dramas, Independent Movies, International Movies",2019,113.0,min
s3907,Movie,franco escamilla: bienvenido al mundo,Ulises Valencia,Mexico,2019-04-17,2019,TV-MA,54 min,Stand-Up Comedy,2019,54.0,min
s3909,Movie,about time,Richard Curtis,United Kingdom,2019-04-16,2013,R,123 min,"Comedies, Dramas, International Movies",2019,123.0,min
s3908,Movie,homecoming: a film by beyoncé,Beyoncé Knowles-Carter,Not Given,2019-04-17,2019,TV-MA,138 min,"Documentaries, Music & Musicals",2019,138.0,min
s3911,Movie,bollywood calling,Nagesh Kukunoor,India,2019-04-15,2001,TV-MA,102 min,"Comedies, Dramas, International Movies",2019,102.0,min
s3912,Movie,ek khiladi ek haseena,Suparn Verma,India,2019-04-15,2005,TV-14,141 min,"International Movies, Music & Musicals, Thrillers",2019,141.0,min
s3913,Movie,generation iron 3,Vlad Yudin,United States,2019-04-15,2018,TV-MA,95 min,"Documentaries, Sports Movies",2019,95.0,min
s3914,Movie,hazaaron khwaishein aisi,Sudhir Mishra,India,2019-04-15,2003,TV-MA,111 min,"Dramas, International Movies, Romantic Movies",2019,111.0,min
s3915,Movie,jhankaar beats,Sujoy Ghosh,India,2019-04-15,2003,TV-14,131 min,"Comedies, International Movies, Music & Musicals",2019,131.0,min
s3916,Movie,mumbai matinee,Anant Balani,India,2019-04-15,2003,TV-14,116 min,"Comedies, International Movies, Romantic Movies",2019,116.0,min
s3917,Movie,rainbow jelly,Soukarya Ghosal,India,2019-04-15,2018,TV-14,119 min,"Dramas, International Movies, Sci-Fi & Fantasy",2019,119.0,min
s3918,Movie,shabd,Leena Yadav,India,2019-04-15,2005,TV-14,146 min,"Dramas, International Movies, Romantic Movies",2019,146.0,min
s3919,Movie,shortcut safari,Amitabha Singh,India,2019-04-15,2016,TV-PG,101 min,"Action & Adventure, Comedies, Dramas",2019,101.0,min
s3920,Movie,thriller,Dallas Jackson,United States,2019-04-14,2018,TV-MA,87 min,Horror Movies,2019,87.0,min
s3922,Movie,who would you take to a deserted island?,Jota Linares,Spain,2019-04-13,2019,TV-MA,94 min,"Dramas, International Movies",2019,94.0,min
s3923,Movie,dabbe 5: zehr-i cin,Hasan Karacadağ,Turkey,2019-04-12,2014,TV-MA,133 min,"Horror Movies, International Movies",2019,133.0,min
s3924,Movie,dabbe: the possession,Hasan Karacadağ,Turkey,2019-04-12,2013,TV-MA,135 min,"Horror Movies, International Movies",2019,135.0,min
s3927,Movie,the perfect date,Chris Nelson,United States,2019-04-12,2019,TV-14,91 min,"Comedies, Romantic Movies",2019,91.0,min
s3929,TV Show,persona,"Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan",South Korea,2019-04-11,2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",2019,1.0,Season
s3930,Movie,liss pereira: reteniendo líquidos,Fernando Ayllón,Brazil,2019-04-10,2019,TV-14,59 min,Stand-Up Comedy,2019,59.0,min
s3931,Movie,the silence,John R. Leonetti,Canada,2019-04-10,2019,PG-13,91 min,"Horror Movies, Thrillers",2019,91.0,min
s3934,Movie,petta (telugu version),Karthik Subbaraj,India,2019-04-07,2019,TV-14,170 min,"Action & Adventure, Comedies, Dramas",2019,170.0,min
s3933,Movie,sarvam thaala mayam (telugu version),Rajiv Menon,India,2019-04-08,2018,TV-14,131 min,"Dramas, International Movies, Music & Musicals",2019,131.0,min
s3936,Movie,alien warfare,Jeremiah Jones,United States,2019-04-05,2019,TV-MA,88 min,"Action & Adventure, Sci-Fi & Fantasy",2019,88.0,min
s3940,Movie,petta,Karthik Subbaraj,India,2019-04-05,2019,TV-14,170 min,"Action & Adventure, Comedies, Dramas",2019,170.0,min
s3946,Movie,unicorn store,Brie Larson,United States,2019-04-05,2019,TV-14,92 min,"Comedies, Dramas, Independent Movies",2019,92.0,min
s4084,Movie,bert kreischer: the machine,Ryan Polito,United States,2019-02-22,2016,TV-MA,70 min,Stand-Up Comedy,2019,70.0,min
s3928,TV Show,new girl,Not Given,United States,2019-04-11,2018,TV-14,7 Seasons,"Romantic TV Shows, TV Comedies",2019,7.0,Seasons
s3948,Movie,ricardo quevedo: los amargados somos más,Fernando Ayllón,Colombia,2019-04-03,2019,TV-MA,59 min,Stand-Up Comedy,2019,59.0,min
s3949,Movie,suzzanna: buried alive,"Rocky Soraya, Anggy Umbara",Indonesia,2019-04-03,2018,TV-MA,126 min,"Horror Movies, International Movies",2019,126.0,min
s3951,Movie,ek ladki ko dekha toh aisa laga,Shelly Chopra Dhar,India,2019-04-02,2019,TV-14,120 min,"Comedies, Dramas, International Movies",2019,120.0,min
s3952,Movie,jagat,Shanjey Kumar Perumal,Malaysia,2019-04-02,2015,TV-MA,76 min,"Dramas, International Movies",2019,76.0,min
s3953,Movie,kevin hart: irresponsible,Leslie Small,United States,2019-04-02,2019,TV-MA,60 min,Stand-Up Comedy,2019,60.0,min
s3955,Movie,love o2o,Tianyu Zhao,China,2019-04-01,2016,TV-14,103 min,"International Movies, Romantic Movies, Sci-Fi & Fantasy",2019,103.0,min
s3956,Movie,pinky memsaab,Shazia Ali Khan,Pakistan,2019-04-01,2018,TV-MA,124 min,"Dramas, Independent Movies, International Movies",2019,124.0,min
s3958,Movie,the trap,Erik White,United States,2019-04-01,2017,TV-MA,91 min,Comedies,2019,91.0,min
s3960,Movie,mercy black,Owen Egerton,United States,2019-03-31,2019,TV-14,88 min,Horror Movies,2019,88.0,min
s3961,Movie,the burial of kojo,Sam Blitz Bazawule,Ghana,2019-03-31,2018,TV-14,81 min,"Dramas, Independent Movies, International Movies",2019,81.0,min
s3963,Movie,15-aug,Swapnaneel Jayakar,India,2019-03-29,2019,TV-14,124 min,"Comedies, Dramas, Independent Movies",2019,124.0,min
s3964,Movie,bayonet,Kyzza Terrazas,Mexico,2019-03-29,2019,TV-MA,102 min,"Dramas, International Movies, Sports Movies",2019,102.0,min
s3967,Movie,the highwaymen,John Lee Hancock,United States,2019-03-29,2019,R,132 min,Dramas,2019,132.0,min
s3968,Movie,the legend of cocaine island,Theo Love,United States,2019-03-29,2019,TV-MA,87 min,Documentaries,2019,87.0,min
s3973,Movie,danur: i can see ghosts,Awi Suryadi,Indonesia,2019-03-27,2017,TV-MA,75 min,"Horror Movies, International Movies",2019,75.0,min
s3974,Movie,verses of love,Hanung Bramantyo,Indonesia,2019-03-27,2008,TV-PG,126 min,"Dramas, International Movies, Romantic Movies",2019,126.0,min
s3975,Movie,nate bargatze: the tennessee kid,Ryan Polito,United States,2019-03-26,2019,TV-PG,61 min,Stand-Up Comedy,2019,61.0,min
s3976,Movie,sei,Raj Babu,India,2019-03-25,2018,TV-14,126 min,"Action & Adventure, Comedies, Dramas",2019,126.0,min
s3978,Movie,superlopez,Javier Ruiz Caldera,Spain,2019-03-24,2018,TV-MA,108 min,"Action & Adventure, Comedies, International Movies",2019,108.0,min
s3979,Movie,oversize cops,"Chanon Yingyong, Phuwanit Pholdee",Thailand,2019-03-23,2017,TV-MA,100 min,"Action & Adventure, Comedies, International Movies",2019,100.0,min
s3983,Movie,mirage,Oriol Paulo,Spain,2019-03-22,2018,TV-MA,129 min,"Dramas, International Movies, Sci-Fi & Fantasy",2019,129.0,min
s3984,Movie,remastered: the miami showband massacre,Stuart Sender,United States,2019-03-22,2019,TV-MA,71 min,"Documentaries, Music & Musicals",2019,71.0,min
